product_smiles,reactant_smiles,rxn_smiles,reactant_iupac,product_iupac
CCCCCCCCCCCc1nc(N)n(C(C)=O)n1,CC(=O)Cl.CCCCCCCCCCCc1nc(N)n[nH]1,[CH3:1][C:2]([Cl:3])=[O:4].[NH2:5][c:6]1[n:7][nH:8][c:9]([CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][CH3:21])[n:10]1>>[CH3:1][C:2](=[O:4])[n:7]1[c:6]([NH2:5])[n:10][c:9]([CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][CH3:21])[n:8]1,"acetyl chloride|5-undecyl-1H-1,2,4-triazol-3-amine","1-(5-amino-3-undecyl-1,2,4-triazol-1-yl)ethanone"
O=Cc1cc2cccc(Cl)c2nc1-c1ccccc1Cl,OB(O)c1ccccc1Cl.O=Cc1cc2cccc(Cl)c2nc1Cl,[Cl:15][c:16]1[c:17]([B:22]([OH:23])[OH:24])[cH:18][cH:19][cH:20][cH:21]1.[Cl:1][c:2]1[n:3][c:4]2[c:5]([Cl:14])[cH:6][cH:7][cH:8][c:9]2[cH:10][c:11]1[CH:12]=[O:13]>>[c:2]1(-[c:17]2[c:16]([Cl:15])[cH:21][cH:20][cH:19][cH:18]2)[n:3][c:4]2[c:5]([Cl:14])[cH:6][cH:7][cH:8][c:9]2[cH:10][c:11]1[CH:12]=[O:13],"(2-chlorophenyl)boronic acid|2,8-dichloroquinoline-3-carbaldehyde",8-chloro-2-(2-chlorophenyl)quinoline-3-carbaldehyde
[N-]=[N+]=NC1CCN(CCO)CC1O,OCCBr.[N-]=[N+]=NC1CCNCC1O,[Br:20][CH2:21][CH2:22][OH:23].[N:1](=[N+:2]=[N-:3])[CH:4]1[CH:5]([OH:10])[CH2:6][NH:7][CH2:8][CH2:9]1>>[N:1](=[N+:2]=[N-:3])[CH:4]1[CH:5]([OH:10])[CH2:6][N:7]([CH2:21][CH2:22][OH:23])[CH2:8][CH2:9]1,2-bromoethanol|4-azidopiperidin-3-ol,4-azido-1-(2-hydroxyethyl)piperidin-3-ol
COCCCOc1cc(C=O)ccc1O,COCCCOc1cc(C=O)ccc1OC,[CH3:1][O:2][c:3]1[c:4]([O:11][CH2:12][CH2:13][CH2:14][O:15][CH3:16])[cH:5][c:6]([CH:7]=[O:8])[cH:9][cH:10]1>>[OH:2][c:3]1[c:4]([O:11][CH2:12][CH2:13][CH2:14][O:15][CH3:16])[cH:5][c:6]([CH:7]=[O:8])[cH:9][cH:10]1,4-methoxy-3-(3-methoxypropoxy)benzaldehyde,4-hydroxy-3-(3-methoxypropoxy)benzaldehyde
CC(C)(C)S(=O)N=C(c1ccccc1)c1ccccc1,CC(C)(C)S(N)=O.O=C(c1ccccc1)c1ccccc1,[CH3:15][C:16]([CH3:17])([CH3:18])[S:19](=[O:20])[NH2:21].[O:1]=[C:2]([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[C:2]([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)([c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1)=[N:21][S:19]([C:16]([CH3:15])([CH3:17])[CH3:18])=[O:20],2-methylpropane-2-sulfinamide|diphenylmethanone,N-benzhydrylidene-2-methylpropane-2-sulfinamide
BrCCOC1Cc2ccccc2Sc2ccccc21,OCCBr.ClC1Cc2ccccc2Sc2ccccc21,[Br:17][CH2:18][CH2:19][OH:20].[Cl:1][CH:2]1[CH2:3][c:4]2[c:5]([cH:13][cH:14][cH:15][cH:16]2)[S:6][c:7]2[c:8]1[cH:9][cH:10][cH:11][cH:12]2>>[CH:2]1([O:20][CH2:19][CH2:18][Br:17])[CH2:3][c:4]2[c:5]([cH:13][cH:14][cH:15][cH:16]2)[S:6][c:7]2[c:8]1[cH:9][cH:10][cH:11][cH:12]2,"2-bromoethanol|5-chloro-5,6-dihydrobenzo[b][1]benzothiepine","5-(2-bromoethoxy)-5,6-dihydrobenzo[b][1]benzothiepine"
Cc1cc(Br)cc(C)c1OCc1ccccc1,BrCc1ccccc1.Cc1cc(Br)cc(C)c1O,[Br:13][CH2:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1.[Br:1][c:2]1[cH:3][c:4]([CH3:10])[c:5]([OH:9])[c:6]([CH3:8])[cH:7]1>>[Br:1][c:2]1[cH:3][c:4]([CH3:10])[c:5]([O:9][CH2:14][c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[c:6]([CH3:8])[cH:7]1,"bromomethylbenzene|4-bromo-2,6-dimethylphenol","5-bromo-1,3-dimethyl-2-phenylmethoxybenzene"
CCCc1nc2ncccc2[nH]1,CCCCc1nc2ncccc2[nH]1,[CH2:1]([CH2:2][CH2:3][CH3:4])[c:5]1[nH:6][c:7]2[c:8]([n:9][cH:10][cH:11][cH:12]2)[n:13]1>>[CH2:1]([CH2:2][CH3:3])[c:5]1[nH:6][c:7]2[c:8]([n:9][cH:10][cH:11][cH:12]2)[n:13]1,"2-butyl-1H-imidazo[4,5-b]pyridine","2-propyl-1H-imidazo[4,5-b]pyridine"
NCC=Cc1ccc(Cl)nc1,CCN.ClCc1ccc(Cl)nc1,[CH3:1][CH2:2][NH2:3].[Cl:4][c:5]1[cH:6][cH:7][c:8]([CH2:11][Cl:12])[cH:9][n:10]1>>[CH:1]([CH2:2][NH2:3])=[CH:11][c:8]1[cH:7][cH:6][c:5]([Cl:4])[n:10][cH:9]1,ethanamine|2-chloro-5-(chloromethyl)pyridine,3-(6-chloropyridin-3-yl)prop-2-en-1-amine
NNc1nnccc1N,NNc1nnc(Cl)cc1N,[NH2:1][c:2]1[c:3]([NH:9][NH2:10])[n:4][n:5][c:6]([Cl:8])[cH:7]1>>[NH2:1][c:2]1[c:3]([NH:9][NH2:10])[n:4][n:5][cH:6][cH:7]1,6-chloro-3-hydrazinylpyridazin-4-amine,3-hydrazinylpyridazin-4-amine
Nc1ccc(-c2ccccc2)cn1,Clc1ccc(-c2ccccc2)cn1.O=[N+]([O-])O,[Cl:1][c:2]1[n:3][cH:4][c:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[cH:6][cH:7]1.[N+:22]([O-:23])([OH:24])=[O:25]>>[c:2]1([NH2:22])[n:3][cH:4][c:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[cH:6][cH:7]1,2-chloro-5-phenylpyridine|nitric acid,5-phenylpyridin-2-amine
O=C(O)c1cccc2nc(N3CCCCC3)sc12,O=C(O)c1cccc2nc(Br)sc12.C1CCNCC1,[Br:1][c:2]1[s:3][c:4]2[c:5]([n:6]1)[cH:7][cH:8][cH:9][c:10]2[C:11](=[O:12])[OH:13].[CH2:14]1[CH2:15][CH2:16][NH:17][CH2:18][CH2:19]1>>[c:2]1([N:17]2[CH2:16][CH2:15][CH2:14][CH2:19][CH2:18]2)[s:3][c:4]2[c:5]([n:6]1)[cH:7][cH:8][cH:9][c:10]2[C:11](=[O:12])[OH:13],"2-bromo-1,3-benzothiazole-7-carboxylic acid|piperidine","2-piperidin-1-yl-1,3-benzothiazole-7-carboxylic acid"
CC(C)(C)OP(=O)(OCCl)OC(C)(C)C,ClCI.CC(C)(C)OP(=O)([O-])OC(C)(C)C,[Cl:31][CH2:32][I:33].[P:18](=[O:19])([O:20][C:21]([CH3:22])([CH3:23])[CH3:24])([O:25][C:26]([CH3:27])([CH3:28])[CH3:29])[O-:30]>>[P:18](=[O:19])([O:20][C:21]([CH3:22])([CH3:23])[CH3:24])([O:25][C:26]([CH3:27])([CH3:28])[CH3:29])[O:30][CH2:32][Cl:31],chloro(iodo)methane|ditert-butyl phosphate,ditert-butyl chloromethyl phosphate
Nc1ccc([N+](=O)[O-])cc1C#Cc1ccccc1,Nc1ccc([N+](=O)[O-])cc1Br.C#Cc1ccccc1,[Br:1][c:2]1[c:3]([NH2:4])[cH:5][cH:6][c:7]([N+:9](=[O:10])[O-:11])[cH:8]1.[C:12](#[CH:13])[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1>>[c:2]1([C:13]#[C:12][c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[c:3]([NH2:4])[cH:5][cH:6][c:7]([N+:9](=[O:10])[O-:11])[cH:8]1,2-bromo-4-nitroaniline|ethynylbenzene,4-nitro-2-(2-phenylethynyl)aniline
C#CCCCCCCCOc1cccc(C(N)=O)c1,NC(=O)c1cccc(OCCCCCCCBr)c1.NCCN,[Br:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][O:17][c:18]1[cH:19][c:20]([C:24](=[O:25])[NH2:26])[cH:21][cH:22][cH:23]1.[CH2:1]([CH2:2][NH2:4])[NH2:3]>>[C:1](#[CH:2])[CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][O:17][c:18]1[cH:19][c:20]([C:24](=[O:25])[NH2:26])[cH:21][cH:22][cH:23]1,"3-(7-bromoheptoxy)benzamide|ethane-1,2-diamine",3-non-8-ynoxybenzamide
CC(C)(CC=CC(=O)O)NC(=O)OC(C)(C)C,CCOC(=O)C=CCC(C)(C)NC(=O)OC(C)(C)C,[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][C:9]([CH2:10][CH:11]=[CH:12][C:13](=[O:14])[O:15][CH2:16][CH3:17])([CH3:18])[CH3:19]>>[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][C:9]([CH2:10][CH:11]=[CH:12][C:13](=[O:14])[OH:15])([CH3:18])[CH3:19],ethyl 5-methyl-5-[(2-methylpropan-2-yl)oxycarbonylamino]hex-2-enoate,5-methyl-5-[(2-methylpropan-2-yl)oxycarbonylamino]hex-2-enoic acid
CCOC(=O)c1cc(C(C)(C)C)cn1N,CCOC(=O)c1cc(C(C)(C)C)c[nH]1.[NH4+],[C:5]([CH3:6])([CH3:7])([CH3:8])[c:9]1[cH:10][c:11]([C:14](=[O:15])[O:16][CH2:17][CH3:18])[nH:12][cH:13]1.[NH4+:2]>>[NH2:2][n:12]1[c:11]([C:14](=[O:15])[O:16][CH2:17][CH3:18])[cH:10][c:9]([C:5]([CH3:6])([CH3:7])[CH3:8])[cH:13]1,ethyl 4-tert-butyl-1H-pyrrole-2-carboxylate|azanium,ethyl 1-amino-4-tert-butylpyrrole-2-carboxylate
CC(OCc1ccccc1)C(=O)NC(N)=O,CC(OCc1ccccc1)C(N)=O.O=C=NS(=O)(=O)Cl,[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:8][CH:9]([C:10](=[O:11])[NH2:12])[CH3:13].[Cl:14][S:15](=[O:16])(=[O:17])[N:18]=[C:19]=[O:20]>>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:8][CH:9]([C:10](=[O:11])[NH:12][C:19]([NH2:18])=[O:20])[CH3:13],2-phenylmethoxypropanamide|N-(oxomethylidene)sulfamoyl chloride,N-carbamoyl-2-phenylmethoxypropanamide
NC(=[NH2+])c1nn(Cc2ccccc2F)c2ccccc12,N#Cc1nn(Cc2ccccc2F)c2ccccc12.[NH4+],[F:4][c:5]1[c:6]([CH2:7][n:8]2[n:9][c:10]([C:17]#[N:18])[c:11]3[cH:12][cH:13][cH:14][cH:15][c:16]23)[cH:19][cH:20][cH:21][cH:22]1.[NH4+:28]>>[F:4][c:5]1[c:6]([CH2:7][n:8]2[n:9][c:10]([C:17](=[NH2+:18])[NH2:28])[c:11]3[cH:12][cH:13][cH:14][cH:15][c:16]23)[cH:19][cH:20][cH:21][cH:22]1,1-[(2-fluorophenyl)methyl]indazole-3-carbonitrile|azanium,NC(=[NH2+])c1nn(Cc2ccccc2F)c2ccccc12
S=C1SCC2Cc3ccccc3CN12,O=S(=O)(O)OCC1Cc2ccccc2CN1.S=C=S,[OH:4][S:5]([O:6][CH2:9][CH:10]1[NH:11][CH2:12][c:13]2[cH:14][cH:15][cH:16][cH:17][c:18]2[CH2:19]1)(=[O:7])=[O:8].[S:1]=[C:2]=[S:3]>>[S:1]1[C:2](=[S:3])[N:11]2[CH:10]([CH2:9]1)[CH2:19][c:18]1[c:13]([cH:14][cH:15][cH:16][cH:17]1)[CH2:12]2,"1,2,3,4-tetrahydroisoquinolin-3-ylmethyl hydrogen sulfate|S=C=S","1,5,10,10a-tetrahydro-[1,3]thiazolo[3,4-b]isoquinoline-3-thione"
COc1cccc(CNC2CCCc3ccccc32)c1,COc1cccc(C=O)c1.NC1CCCc2ccccc21,[CH3:1][O:2][c:3]1[cH:4][c:5]([CH:6]=[O:7])[cH:8][cH:9][cH:10]1.[CH:11]1([NH2:21])[CH2:12][CH2:13][CH2:14][c:15]2[cH:16][cH:17][cH:18][cH:19][c:20]21>>[CH3:1][O:2][c:3]1[cH:4][c:5]([CH2:6][NH:21][CH:11]2[CH2:12][CH2:13][CH2:14][c:15]3[cH:16][cH:17][cH:18][cH:19][c:20]32)[cH:8][cH:9][cH:10]1,"3-methoxybenzaldehyde|1,2,3,4-tetrahydronaphthalen-1-amine","N-[(3-methoxyphenyl)methyl]-1,2,3,4-tetrahydronaphthalen-1-amine"
CN(C)CCSc1ccc(C=O)cc1,O=Cc1ccc(Br)cc1.CN(C)CCS,[Br:10][c:11]1[cH:12][cH:13][c:14]([CH:15]=[O:16])[cH:17][cH:18]1.[CH3:2][N:3]([CH2:4][CH2:5][SH:6])[CH3:7]>>[CH3:2][N:3]([CH2:4][CH2:5][S:6][c:11]1[cH:12][cH:13][c:14]([CH:15]=[O:16])[cH:17][cH:18]1)[CH3:7],4-bromobenzaldehyde|2-(dimethylamino)ethanethiol,4-[2-(dimethylamino)ethylsulfanyl]benzaldehyde
C(#Cc1ccc2ccccc2n1)CCc1ccccc1,C#CCCc1ccccc1.Clc1ccc2ccccc2n1,[CH2:12]([CH2:13][C:14]#[CH:15])[c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1.[Cl:1][c:2]1[n:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[cH:10][cH:11]1>>[c:2]1([C:15]#[C:14][CH2:13][CH2:12][c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[n:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[cH:10][cH:11]1,but-3-ynylbenzene|2-chloroquinoline,2-(4-phenylbut-1-ynyl)quinoline
N#Cc1c(F)cccc1OC(F)F,FC(F)Cl.N#Cc1c(O)cccc1F,[Cl:1][CH:2]([F:3])[F:4].[OH:5][c:6]1[c:7]([C:8]#[N:9])[c:10]([F:14])[cH:11][cH:12][cH:13]1>>[CH:2]([F:3])([F:4])[O:5][c:6]1[c:7]([C:8]#[N:9])[c:10]([F:14])[cH:11][cH:12][cH:13]1,chloro(difluoro)methane|2-fluoro-6-hydroxybenzonitrile,2-(difluoromethoxy)-6-fluorobenzonitrile
FC(F)(F)c1nccc(Br)n1,Oc1ccnc(C(F)(F)F)n1.BrP(Br)Br,[F:1][C:2]([c:3]1[n:4][cH:5][cH:6][c:7]([OH:9])[n:8]1)([F:10])[F:11].[P:12]([Br:13])([Br:14])[Br:15]>>[F:1][C:2]([c:3]1[n:4][cH:5][cH:6][c:7]([Br:13])[n:8]1)([F:10])[F:11],2-(trifluoromethyl)-1H-pyrimidin-6-one|tribromophosphane,4-bromo-2-(trifluoromethyl)pyrimidine
Cc1c(C(=O)O)ccc(Br)c1F,O=C(O)c1ccc(Br)c(F)c1.CO,[Br:1][c:2]1[c:3]([F:11])[cH:4][c:5]([C:6](=[O:7])[OH:8])[cH:9][cH:10]1.[CH3:18][OH:19]>>[Br:1][c:2]1[c:3]([F:11])[c:4]([CH3:18])[c:5]([C:6](=[O:7])[OH:8])[cH:9][cH:10]1,4-bromo-3-fluorobenzoic acid|methanol,4-bromo-3-fluoro-2-methylbenzoic acid
Cc1cnc(C(=O)NNC(=O)OC(C)(C)C)s1,Cc1cnc(C(=O)O)s1.CC(C)(C)OC(=O)NN,[CH3:1][c:2]1[cH:3][n:4][c:5]([C:7](=[O:8])[OH:9])[s:6]1.[NH:24]([NH2:25])[C:26](=[O:27])[O:28][C:29]([CH3:30])([CH3:31])[CH3:32]>>[CH3:1][c:2]1[cH:3][n:4][c:5]([C:7](=[O:9])[NH:25][NH:24][C:26](=[O:27])[O:28][C:29]([CH3:30])([CH3:31])[CH3:32])[s:6]1,"5-methyl-1,3-thiazole-2-carboxylic acid|tert-butyl N-aminocarbamate","tert-butyl N-[(5-methyl-1,3-thiazole-2-carbonyl)amino]carbamate"
NCC1CCC(O)CC1,CC(C)(C)OC(=O)NCC1CCC(O)CC1,[OH:1][CH:2]1[CH2:3][CH2:4][CH:5]([CH2:8][NH:9][C:10](=[O:11])[O:12][C:13]([CH3:14])([CH3:15])[CH3:16])[CH2:6][CH2:7]1>>[OH:1][CH:2]1[CH2:3][CH2:4][CH:5]([CH2:8][NH2:9])[CH2:6][CH2:7]1,tert-butyl N-[(4-hydroxycyclohexyl)methyl]carbamate,4-(aminomethyl)cyclohexan-1-ol
O=CCC1(CC(=O)OCc2ccccc2)OCCO1,O=C(O)CC1(CC(=O)OCc2ccccc2)OCCO1,[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:8][C:9]([CH2:10][C:11]1([CH2:12][C:13](=[O:14])[OH:15])[O:16][CH2:17][CH2:18][O:19]1)=[O:20]>>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:8][C:9]([CH2:10][C:11]1([CH2:12][CH:13]=[O:14])[O:16][CH2:17][CH2:18][O:19]1)=[O:20],"2-[2-(2-oxo-2-phenylmethoxyethyl)-1,3-dioxolan-2-yl]acetic acid","benzyl 2-[2-(2-oxoethyl)-1,3-dioxolan-2-yl]acetate"
COc1c(C)cc(CCN)c(C)c1OC,COc1c(C)cc(CC#N)c(C)c1OC,[CH3:1][c:2]1[c:3]([CH2:4][C:5]#[N:6])[cH:7][c:8]([CH3:15])[c:9]([O:13][CH3:14])[c:10]1[O:11][CH3:12]>>[CH3:1][c:2]1[c:3]([CH2:4][CH2:5][NH2:6])[cH:7][c:8]([CH3:15])[c:9]([O:13][CH3:14])[c:10]1[O:11][CH3:12],"2-(3,4-dimethoxy-2,5-dimethylphenyl)acetonitrile","2-(3,4-dimethoxy-2,5-dimethylphenyl)ethanamine"
COC(=O)c1ccc(O)cn1,CN(C)C=O.O=C(O)c1ccc(O)cn1,[O:11]=[CH:12][N:13]([CH3:14])[CH3:15].[OH:1][c:2]1[cH:3][cH:4][c:5]([C:8](=[O:9])[OH:10])[n:6][cH:7]1>>[OH:1][c:2]1[cH:3][cH:4][c:5]([C:8](=[O:9])[O:10][CH3:12])[n:6][cH:7]1,"N,N-dimethylformamide|5-hydroxypyridine-2-carboxylic acid",methyl 5-hydroxypyridine-2-carboxylate
CCOC(=O)CCc1cc2cc(O)ccc2s1,CCOC(=O)CCc1cc2cc(OCOC)ccc2s1,[CH3:1][O:2][CH2:3][O:4][c:5]1[cH:6][cH:7][c:8]2[c:9]([cH:10][c:11]([CH2:13][CH2:14][C:15](=[O:16])[O:17][CH2:18][CH3:19])[s:12]2)[cH:20]1>>[OH:4][c:5]1[cH:6][cH:7][c:8]2[c:9]([cH:10][c:11]([CH2:13][CH2:14][C:15](=[O:16])[O:17][CH2:18][CH3:19])[s:12]2)[cH:20]1,ethyl 3-[5-(methoxymethoxy)-1-benzothiophen-2-yl]propanoate,ethyl 3-(5-hydroxy-1-benzothiophen-2-yl)propanoate
COC(=O)c1c([N+](=O)[O-])cc(C(C)(C)C)n1C,COC(=O)c1[nH]c(C(C)(C)C)cc1[N+](=O)[O-].COS(=O)(=O)OC,[C:3]([CH3:4])([CH3:5])([CH3:6])[c:7]1[cH:8][c:9]([N+:16](=[O:17])[O-:18])[c:10]([C:12](=[O:13])[O:14][CH3:15])[nH:11]1.[CH3:19][O:20][S:21]([O:22][CH3:23])(=[O:24])=[O:25]>>[C:3]([CH3:4])([CH3:5])([CH3:6])[c:7]1[cH:8][c:9]([N+:16](=[O:17])[O-:18])[c:10]([C:12](=[O:13])[O:14][CH3:15])[n:11]1[CH3:19],methyl 5-tert-butyl-3-nitro-1H-pyrrole-2-carboxylate|dimethyl sulfate,methyl 5-tert-butyl-1-methyl-3-nitropyrrole-2-carboxylate
COC(=O)c1cccc(OCC#N)c1Cl,COC(=O)c1cccc(O)c1Cl.N#CCCl,[Cl:1][c:2]1[c:3]([C:4](=[O:5])[O:6][CH3:7])[cH:8][cH:9][cH:10][c:11]1[OH:12].[Cl:21][CH2:22][C:23]#[N:24]>>[Cl:1][c:2]1[c:3]([C:4](=[O:5])[O:6][CH3:7])[cH:8][cH:9][cH:10][c:11]1[O:12][CH2:22][C:23]#[N:24],methyl 2-chloro-3-hydroxybenzoate|2-chloroacetonitrile,methyl 2-chloro-3-(cyanomethoxy)benzoate
Cc1cn(-c2ccc(C=O)cc2F)cn1,Cc1c[nH]cn1.O=Cc1ccc(F)c(F)c1,[CH3:11][c:12]1[n:13][cH:14][nH:15][cH:16]1.[F:1][c:2]1[cH:3][c:4]([CH:5]=[O:6])[cH:7][cH:8][c:9]1[F:10]>>[F:1][c:2]1[cH:3][c:4]([CH:5]=[O:6])[cH:7][cH:8][c:9]1-[n:15]1[cH:14][n:13][c:12]([CH3:11])[cH:16]1,"5-methyl-1H-imidazole|3,4-difluorobenzaldehyde",3-fluoro-4-(4-methylimidazol-1-yl)benzaldehyde
Oc1ccc(CCl)cn1,O=C(O)c1ccc(O)nc1.O=S(Cl)Cl,[OH:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([OH:8])[n:9][cH:10]1.[S:11]([Cl:12])([Cl:13])=[O:14]>>[CH2:2]([c:4]1[cH:5][cH:6][c:7]([OH:8])[n:9][cH:10]1)[Cl:13],6-oxo-1H-pyridine-3-carboxylic acid|thionyl dichloride,5-(chloromethyl)-1H-pyridin-2-one
N#Cc1ccc(CBr)c(Br)c1,O=C1CCC(=O)N1Br.Cc1ccc(C#N)cc1Br,[Br:11][N:12]1[C:13](=[O:14])[CH2:15][CH2:16][C:17]1=[O:18].[Br:1][c:2]1[cH:3][c:4]([C:5]#[N:6])[cH:7][cH:8][c:9]1[CH3:10]>>[Br:1][c:2]1[cH:3][c:4]([C:5]#[N:6])[cH:7][cH:8][c:9]1[CH2:10][Br:11],"1-bromopyrrolidine-2,5-dione|3-bromo-4-methylbenzonitrile",3-bromo-4-(bromomethyl)benzonitrile
CC(C)(C)NC(=O)c1ccc(C(F)(F)F)cc1,CC(C)(C)N.O=C(Cl)c1ccc(C(F)(F)F)cc1,[C:1]([CH3:2])([CH3:3])([CH3:4])[NH2:5].[F:6][C:7]([c:8]1[cH:9][cH:10][c:11]([C:12](=[O:13])[Cl:14])[cH:15][cH:16]1)([F:17])[F:18]>>[C:1]([CH3:2])([CH3:3])([CH3:4])[NH:5][C:12]([c:11]1[cH:10][cH:9][c:8]([C:7]([F:6])([F:17])[F:18])[cH:16][cH:15]1)=[O:13],2-methylpropan-2-amine|4-(trifluoromethyl)benzoyl chloride,N-tert-butyl-4-(trifluoromethyl)benzamide
Nc1ncc(Br)nc1C(=O)NCCN1CCOCC1,Nc1ncc(Br)nc1C(=O)O.NCCN1CCOCC1,[NH2:22][c:23]1[c:24]([C:30](=[O:31])[OH:32])[n:25][c:26]([Br:29])[cH:27][n:28]1.[O:13]1[CH2:14][CH2:15][N:16]([CH2:19][CH2:20][NH2:21])[CH2:17][CH2:18]1>>[O:13]1[CH2:14][CH2:15][N:16]([CH2:19][CH2:20][NH:21][C:30]([c:24]2[c:23]([NH2:22])[n:28][cH:27][c:26]([Br:29])[n:25]2)=[O:31])[CH2:17][CH2:18]1,3-amino-6-bromopyrazine-2-carboxylic acid|2-morpholin-4-ylethanamine,3-amino-6-bromo-N-(2-morpholin-4-ylethyl)pyrazine-2-carboxamide
Nc1c(F)cc(F)cc1OCc1ccccc1,O=[N+]([O-])c1c(F)cc(F)cc1OCc1ccccc1,[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:8][c:9]1[c:10]([N+:17]([O-:18])=[O:19])[c:11]([F:16])[cH:12][c:13]([F:15])[cH:14]1>>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:8][c:9]1[c:10]([NH2:17])[c:11]([F:16])[cH:12][c:13]([F:15])[cH:14]1,"1,5-difluoro-2-nitro-3-phenylmethoxybenzene","2,4-difluoro-6-phenylmethoxyaniline"
c1ccc2c(c1)CC(Nc1ncnc3ccsc13)C2,NC1Cc2ccccc2C1.Oc1ncnc2ccsc12,[NH2:16][CH:17]1[CH2:18][c:19]2[cH:20][cH:21][cH:22][cH:23][c:24]2[CH2:25]1.[OH:1][c:2]1[c:3]2[c:4]([n:5][cH:6][n:7]1)[cH:8][cH:9][s:10]2>>[c:2]1([NH:16][CH:17]2[CH2:18][c:19]3[cH:20][cH:21][cH:22][cH:23][c:24]3[CH2:25]2)[c:3]2[c:4]([n:5][cH:6][n:7]1)[cH:8][cH:9][s:10]2,"2,3-dihydro-1H-inden-2-amine|3H-thieno[3,2-d]pyrimidin-4-one","N-(2,3-dihydro-1H-inden-2-yl)thieno[3,2-d]pyrimidin-4-amine"
CCOc1c(NC(C)(C)C)c(=O)c1=O,CC(C)(C)N.CCOc1c(OCC)c(=O)c1=O,[C:13]([CH3:14])([CH3:15])([CH3:16])[NH2:17].[CH2:1]([O:2][c:4]1[c:5](=[O:12])[c:6](=[O:11])[c:7]1[O:8][CH2:9][CH3:10])[CH3:3]>>[c:4]1([NH:17][C:13]([CH3:14])([CH3:15])[CH3:16])[c:5](=[O:12])[c:6](=[O:11])[c:7]1[O:8][CH2:9][CH3:10],"2-methylpropan-2-amine|3,4-diethoxycyclobut-3-ene-1,2-dione","3-(tert-butylamino)-4-ethoxycyclobut-3-ene-1,2-dione"
NCc1ccc(N2C3CCCC2CC3)c(F)c1,N#Cc1ccc(N2C3CCCC2CC3)c(F)c1,[CH:7]12[CH2:8][CH2:9][CH2:10][CH:11]([CH2:12][CH2:13]1)[N:14]2[c:15]1[c:16]([F:23])[cH:17][c:18]([C:19]#[N:20])[cH:21][cH:22]1>>[CH:7]12[CH2:8][CH2:9][CH2:10][CH:11]([CH2:12][CH2:13]1)[N:14]2[c:15]1[c:16]([F:23])[cH:17][c:18]([CH2:19][NH2:20])[cH:21][cH:22]1,4-(8-azabicyclo[3.2.1]octan-8-yl)-3-fluorobenzonitrile,[4-(8-azabicyclo[3.2.1]octan-8-yl)-3-fluorophenyl]methanamine
Brc1cnc2c(c1)NCCO2,O=C1COc2ncc(Br)cc2N1,[Br:7][c:8]1[cH:9][n:10][c:11]2[c:16]([cH:17]1)[NH:15][C:14](=[O:18])[CH2:13][O:12]2>>[Br:7][c:8]1[cH:9][n:10][c:11]2[c:16]([cH:17]1)[NH:15][CH2:14][CH2:13][O:12]2,"7-bromo-1H-pyrido[2,3-b][1,4]oxazin-2-one","7-bromo-2,3-dihydro-1H-pyrido[2,3-b][1,4]oxazine"
