reactant_smiles,reactant_iupac,product_smiles,product_iupac,reagent_smiles,solvent_smiles,catalyst_smiles
CCN(CC)CC.CC(=O)Cl.ClC(Cl)Cl.NC(=O)C1Cc2cc(Cl)ccc2N1,"N,N-diethylethanamine|acetyl chloride|chloroform|5-chloro-2,3-dihydro-1H-indole-2-carboxamide",CC(=O)N1c2ccc(Cl)cc2CC1C(N)=O,"1-acetyl-5-chloro-2,3-dihydroindole-2-carboxamide",,,
O=C1CCCCC1.N#CCc1ccsc1,cyclohexanone|2-thiophen-3-ylacetonitrile,N#CC(=C1CCCCC1)c1ccsc1,2-cyclohexylidene-2-thiophen-3-ylacetonitrile,,,
O=C([O-])O.CC(=O)OC(C)=O.Cc1ccccc1.NCC1CN(Cc2ccccc2)CCO1.[Na+].[Na+].[OH-].c1ccncc1,hydrogen carbonate|acetyl acetate|toluene|(4-benzylmorpholin-2-yl)methanamine|sodium(1+)|sodium(1+)|hydroxide|pyridine,CC(=O)NCC1CN(Cc2ccccc2)CCO1,N-[(4-benzylmorpholin-2-yl)methyl]acetamide,,,
FS(F)(F)(F)(F)c1ccc(Br)cc1.[Li]CCCC.CCCCCC.Cl.O=C=O,(4-bromophenyl)-pentafluoro-lambda6-sulfane|lithium;butane|hexane|chlorane|O=C=O,O=C(O)c1ccc(S(F)(F)(F)(F)F)cc1,4-(pentafluoro-lambda6-sulfanyl)benzoic acid,,,
CC(Cl)Cl.O=C(Cl)C(=O)Cl.NC(=O)C(Cl)=C(Cl)Cl,"1,1-dichloroethane|oxalyl dichloride|2,3,3-trichloroprop-2-enamide",O=C=NC(=O)C(Cl)=C(Cl)Cl,"2,3,3-trichloroprop-2-enoyl isocyanate",,,
CCCC(=O)Cl.CCN(CC)CC.Cl.Nc1ccc(N2CCC(=O)CC2)cc1,"butanoyl chloride|N,N-diethylethanamine|chlorane|1-(4-aminophenyl)piperidin-4-one",CCCC(=O)Nc1ccc(N2CCC(=O)CC2)cc1,N-[4-(4-oxopiperidin-1-yl)phenyl]butanamide,,,
CCO.CC(=O)CC1CC1.[Cl-].N#C[K].N.[NH4+].O,ethanol|1-cyclopropylpropan-2-one|chloride|potassium;cyanide|azane|azanium|oxidane,CC(N)(C#N)CC1CC1,2-amino-3-cyclopropyl-2-methylpropanenitrile,,,
O=c1[nH]c(Br)nc2nc[nH]c12.CCOc1ccc(N)cn1.COCCO.O,"2-bromo-1,7-dihydropurin-6-one|6-ethoxypyridin-3-amine|2-methoxyethanol|oxidane",CCOc1ccc(Nc2nc3nc[nH]c3c(=O)[nH]2)cn1,"2-[(6-ethoxypyridin-3-yl)amino]-1,7-dihydropurin-6-one",,,
Br.O.CCOC(=O)N1CCC(C(=O)c2cccs2)CC1,bromane|oxidane|ethyl 4-(thiophene-2-carbonyl)piperidine-1-carboxylate,Br.O=C(c1cccs1)C1CCNCC1,bromane|piperidin-4-yl(thiophen-2-yl)methanone,,,
CCCCc1ccc(O)c(O)c1.CC(C)=O.O.Cc1ccc(S(=O)(=O)O)cc1.c1ccccc1,"4-butylbenzene-1,2-diol|propan-2-one|oxidane|4-methylbenzenesulfonic acid|benzene",CCCCc1ccc2c(c1)OC(C)(C)O2,"5-butyl-2,2-dimethyl-1,3-benzodioxole",,,
[Al+3].CCOC(C)=O.C=CCC(C(=O)OCC)C(C)CC.[F-].[H-].[H-].[H-].[H-].[Li+].[Na+].C1CCOC1.O,aluminum(3+)|ethyl acetate|ethyl 2-butan-2-ylpent-4-enoate|fluoride|hydride|hydride|hydride|hydride|lithium(1+)|sodium(1+)|oxolane|oxidane,C=CCC(CO)C(C)CC,2-butan-2-ylpent-4-en-1-ol,,,
O=C1CCc2c(Br)ccc(O)c21.CC(=O)OC(C)=O.CC(=O)O.O=[N+]([O-])O,"4-bromo-7-hydroxy-2,3-dihydroinden-1-one|acetyl acetate|acetic acid|nitric acid",O=C1CCc2c(Br)cc([N+](=O)[O-])c(O)c21,"4-bromo-7-hydroxy-6-nitro-2,3-dihydroinden-1-one",,,
ClCCl.CC(C)=O.CCO.COc1ccc(C=O)cc1.OCCC(CO)C1CCCCC1.NCC(=O)O.[Na+].[OH-].O,"dichloromethane|propan-2-one|ethanol|4-methoxybenzaldehyde|2-cyclohexylbutane-1,4-diol|2-aminoacetic acid|sodium(1+)|hydroxide|oxidane",O=C1OCCC1C1CCCCC1,3-cyclohexyloxolan-2-one,,,
COc1cccc(C)c1-n1nc(C(C)(C)C)c(Br)c1N.O=C([O-])[O-].CB1OBOBO1.[K+].[K+].CN(C)C=O.O,"4-bromo-5-tert-butyl-2-(2-methoxy-6-methylphenyl)pyrazol-3-amine|carbonate|CB1OBOBO1|potassium(1+)|potassium(1+)|N,N-dimethylformamide|oxidane",COc1cccc(C)c1-n1nc(C(C)(C)C)c(C)c1N,5-tert-butyl-2-(2-methoxy-6-methylphenyl)-4-methylpyrazol-3-amine,,,
CC(=O)OC(C)=O.CC(C)NC1=NS(=O)(=O)c2cc(N)ccc2N1.C1COCCO1.O,"acetyl acetate|1,1-dioxo-3-propan-2-ylimino-4H-1lambda6,2,4-benzothiadiazin-7-amine|1,4-dioxane|oxidane",CC(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(NC(C)C)N2,"N-(1,1-dioxo-3-propan-2-ylimino-4H-1lambda6,2,4-benzothiadiazin-7-yl)acetamide",,,
C=O.C[Si](C)(C)CNCc1ccccc1.Cl.N#C[K].C1CCOC1,formaldehyde|1-phenyl-N-(trimethylsilylmethyl)methanamine|chlorane|potassium;cyanide|oxolane,C[Si](C)(C)CN(CC#N)Cc1ccccc1,2-[benzyl(trimethylsilylmethyl)amino]acetonitrile,,,
Cc1ccc(Br)cn1.O=C1CCC(=O)N1Br.ClC(Cl)(Cl)Cl.CC(C)(C#N)N=NC(C)(C)C#N,"5-bromo-2-methylpyridine|1-bromopyrrolidine-2,5-dione|tetrachloromethane|2-(2-cyanopropan-2-yldiazenyl)-2-methylpropanenitrile",BrCc1ccc(Br)cn1,5-bromo-2-(bromomethyl)pyridine,,,
Cc1c(Br)cccc1CO.C1CCOC1,(3-bromo-2-methylphenyl)methanol|oxolane,Cc1c(Br)cccc1C=O,3-bromo-2-methylbenzaldehyde,,,
N#CCc1ccccc1Br.Cc1ccccc1.OB(O)C1CC1.C1CCC(P(C2CCCCC2)C2CCCCC2)CC1.[K+].[K+].[K+].CC(=O)[O-].CC(=O)[O-].O.O=P([O-])([O-])[O-].[Pd+2],2-(2-bromophenyl)acetonitrile|toluene|cyclopropylboronic acid|tricyclohexylphosphane|potassium(1+)|potassium(1+)|potassium(1+)|acetate|acetate|oxidane|phosphate|palladium(2+),N#CCc1ccccc1C1CC1,2-(2-cyclopropylphenyl)acetonitrile,,,
CC(=CC(=O)[O-])c1ccc(-c2cccc(C)c2)cc1.CC(C)C[AlH]CC(C)C,3-[4-(3-methylphenyl)phenyl]but-2-enoate|bis(2-methylpropyl)alumane,CC(=CCO)c1ccc(-c2cccc(C)c2)cc1,3-[4-(3-methylphenyl)phenyl]but-2-en-1-ol,,,
ClCCl.CC(=O)O.CCO.CCOC(=O)Nc1c(F)cc(Cl)c([N+](=O)[O-])c1OC.Cl.[Fe],dichloromethane|acetic acid|ethanol|ethyl N-(4-chloro-6-fluoro-2-methoxy-3-nitrophenyl)carbamate|chlorane|iron,CCOC(=O)Nc1c(F)cc(Cl)c(N)c1OC,ethyl N-(3-amino-4-chloro-6-fluoro-2-methoxyphenyl)carbamate,,,
O=C(O)Cc1cccc(C(=O)c2ccccc2)c1.CCO.CCOC(=O)Cc1cccc(Oc2ccccc2)c1.O=S(=O)(O)O,2-(3-benzoylphenyl)acetic acid|ethanol|ethyl 2-(3-phenoxyphenyl)acetate|sulfuric acid,CCOC(=O)Cc1cccc(C(=O)c2ccccc2)c1,ethyl 2-(3-benzoylphenyl)acetate,,,
CCOC(=O)c1[nH]c(CC)cc1C.CCC=O,ethyl 5-ethyl-3-methyl-1H-pyrrole-2-carboxylate|propanal,CCCc1c(CC)[nH]c(C(=O)OCC)c1C,ethyl 5-ethyl-3-methyl-4-propyl-1H-pyrrole-2-carboxylate,,,
BrCc1ccccc1.CCc1cc(C=O)cc(C)c1O.CC(C)=O.[K+].[K+].O=C([O-])[O-],bromomethylbenzene|3-ethyl-4-hydroxy-5-methylbenzaldehyde|propan-2-one|potassium(1+)|potassium(1+)|carbonate,CCc1cc(C=O)cc(C)c1OCc1ccccc1,3-ethyl-5-methyl-4-phenylmethoxybenzaldehyde,,,
O=C(Cl)C=Cc1ccccc1.C1CCOC1.CCN(CC)CC.Nc1ccc(Cl)c(Cl)c1,"3-phenylprop-2-enoyl chloride|oxolane|N,N-diethylethanamine|3,4-dichloroaniline",O=C(C=Cc1ccccc1)Nc1ccc(Cl)c(Cl)c1,"N-(3,4-dichlorophenyl)-3-phenylprop-2-enamide",,,
CCCBr.CCCP(CCC)CCC.CC#N,1-bromopropane|tripropylphosphane|acetonitrile,[Br-].CCC[P+](CCC)(CCC)CCC,bromide|tetrapropylphosphanium,,,
ClCCl.CCN(CC)CC.CC(C)Oc1ccc(OCCO)cc1.O.CS(=O)(=O)Cl,"dichloromethane|N,N-diethylethanamine|2-(4-propan-2-yloxyphenoxy)ethanol|oxidane|methanesulfonyl chloride",CC(C)Oc1ccc(OCCOS(C)(=O)=O)cc1,2-(4-propan-2-yloxyphenoxy)ethyl methanesulfonate,,,
CCOC(=O)c1ccc(Br)cc1.CCNCC.C#C[Si](C)(C)C.[Cu]I.O,ethyl 4-bromobenzoate|N-ethylethanamine|ethynyl(trimethyl)silane|iodocopper|oxidane,CCOC(=O)c1ccc(C#C[Si](C)(C)C)cc1,ethyl 4-(2-trimethylsilylethynyl)benzoate,,,
CN(C)S(=O)(=O)c1c(Br)cc(CO)cc1Br.O=S(Cl)Cl,"2,6-dibromo-4-(hydroxymethyl)-N,N-dimethylbenzenesulfonamide|thionyl dichloride",CN(C)S(=O)(=O)c1c(Br)cc(CCl)cc1Br,"2,6-dibromo-4-(chloromethyl)-N,N-dimethylbenzenesulfonamide",,,
Cc1cc(CO)cc(NC(=O)OC(C)(C)C)n1.ClCCl.O.c1ccncc1,tert-butyl N-[4-(hydroxymethyl)-6-methylpyridin-2-yl]carbamate|dichloromethane|oxidane|pyridine,Cc1cc(C=O)cc(NC(=O)OC(C)(C)C)n1,tert-butyl N-(4-formyl-6-methylpyridin-2-yl)carbamate,,,
NN=C(c1ccccc1)c1ccccc1.CN(C)C(=N)N(C)C.ClCCl.I.O=C(OO)c1cccc(Cl)c1,"benzhydrylidenehydrazine|1,1,3,3-tetramethylguanidine|dichloromethane|iodane|3-chlorobenzenecarboperoxoic acid",[N-]=[N+]=C(c1ccccc1)c1ccccc1,[diazo(phenyl)methyl]benzene,,,
OCc1cc(Br)cc(OCCNc2ccncc2)c1.C1COCCO1,"[3-bromo-5-[2-(pyridin-4-ylamino)ethoxy]phenyl]methanol|1,4-dioxane",O=Cc1cc(Br)cc(OCCNc2ccncc2)c1,3-bromo-5-[2-(pyridin-4-ylamino)ethoxy]benzaldehyde,,,
O=C([O-])[O-].CCOC(C)=O.[I-].Ic1ccsc1.[K+].[K+].NC1CCCCC1N.C1COCCO1.O.NC(=O)Cc1cccc2ccccc12,"carbonate|ethyl acetate|iodide|3-iodothiophene|potassium(1+)|potassium(1+)|cyclohexane-1,2-diamine|1,4-dioxane|oxidane|2-naphthalen-1-ylacetamide",O=C(Cc1cccc2ccccc12)Nc1ccsc1,2-naphthalen-1-yl-N-thiophen-3-ylacetamide,,,
CCOC(=O)C1CCC(C)CC1O.C1CCOC1.CCOC(=O)N=NC(=O)OCC.[N-]=[N+]=NP(=O)(c1ccccc1)c1ccccc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,ethyl 2-hydroxy-4-methylcyclohexane-1-carboxylate|oxolane|ethyl N-ethoxycarbonyliminocarbamate|[azido(phenyl)phosphoryl]benzene|triphenylphosphane,CCOC(=O)C1CCC(C)CC1N=[N+]=[N-],ethyl 2-azido-4-methylcyclohexane-1-carboxylate,,,
O=C(CBr)c1cccc(Br)c1.C1COCCN1.ClCCl,2-bromo-1-(3-bromophenyl)ethanone|morpholine|dichloromethane,O=C(CN1CCOCC1)c1cccc(Br)c1,1-(3-bromophenyl)-2-morpholin-4-ylethanone,,,
[BH4-].CO.COC(=O)c1ccc(-c2ccc(C=O)s2)cc1.ClCCl.[Na+],boranuide|methanol|methyl 4-(5-formylthiophen-2-yl)benzoate|dichloromethane|sodium(1+),COC(=O)c1ccc(-c2ccc(CO)s2)cc1,methyl 4-[5-(hydroxymethyl)thiophen-2-yl]benzoate,,,
COc1ccc(CC(=O)O)cc1Br.Cc1ccc(CCO)cc1Br.Cc1ccc(CC(=O)O)cc1Br,2-(3-bromo-4-methoxyphenyl)acetic acid|2-(3-bromo-4-methylphenyl)ethanol|2-(3-bromo-4-methylphenyl)acetic acid,COc1ccc(CCO)cc1Br,2-(3-bromo-4-methoxyphenyl)ethanol,,,
CN(C)C=O.ClCCl.O=C(Cl)C(=O)Cl.O=C(O)CCCn1c(=O)[nH]c2ccccc21,"N,N-dimethylformamide|dichloromethane|oxalyl dichloride|4-(2-oxo-3H-benzimidazol-1-yl)butanoic acid",O=C(CCCn1c(=O)[nH]c2ccccc21)OCl,chloro 4-(2-oxo-3H-benzimidazol-1-yl)butanoate,,,
ClCCl.O=c1[nH]ncc(Oc2ccccc2C(F)(F)F)c1Cl.[H][H].[Na+].[OH-].O,dichloromethane|5-chloro-4-[2-(trifluoromethyl)phenoxy]-1H-pyridazin-6-one|molecular hydrogen|sodium(1+)|hydroxide|oxidane,O=c1cc(Oc2ccccc2C(F)(F)F)cn[nH]1,4-[2-(trifluoromethyl)phenoxy]-1H-pyridazin-6-one,,,
CC(C)(C)c1ccccc1O.Cc1ccncc1.CCOCC.Cc1ccccc1.Cl[Sn]Cl,2-tert-butylphenol|4-methylpyridine|ethoxyethane|toluene|dichlorotin,CC(C)(C)c1cccc(C=O)c1O,3-tert-butyl-2-hydroxybenzaldehyde,,,
ClCCl.Oc1cc(F)cc(F)c1.O=[N+]([O-])O,"dichloromethane|3,5-difluorophenol|nitric acid",O=[N+]([O-])c1c(F)cc(O)cc1F,"3,5-difluoro-4-nitrophenol",,,
[Al+3].CC(=O)OCC[Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C.[H-].[H-].[H-].[H-].[Li+].[Na+].C1CCOC1.[OH-].O,aluminum(3+)|2-tris(trimethylsilyl)silylethyl acetate|hydride|hydride|hydride|hydride|lithium(1+)|sodium(1+)|oxolane|hydroxide|oxidane,C[Si](C)(C)[Si](CCO)([Si](C)(C)C)[Si](C)(C)C,2-tris(trimethylsilyl)silylethanol,,,
C[N+]1([O-])CCOCC1.COC(=O)C=Cc1ccc(OC)cc1.CC(C)(C)O.CCOC(C)=O.O,4-methyl-4-oxidomorpholin-4-ium|methyl 3-(4-methoxyphenyl)prop-2-enoate|2-methylpropan-2-ol|ethyl acetate|oxidane,COC(=O)C(O)C(O)c1ccc(OC)cc1,"methyl 2,3-dihydroxy-3-(4-methoxyphenyl)propanoate",,,
ClCCl.CN(C)C=O.COc1cccc2c(O)cc(C(F)(F)F)nc12.O=P(Cl)(Cl)Cl,"dichloromethane|N,N-dimethylformamide|8-methoxy-2-(trifluoromethyl)-1H-quinolin-4-one|phosphoryl trichloride",COc1cccc2c(Cl)cc(C(F)(F)F)nc12,4-chloro-8-methoxy-2-(trifluoromethyl)quinoline,,,
O=C1CCCO1.O=C([O-])[O-].CC(=O)N(C)C.Cc1ccccc1.COc1ccc2c(C)c[nH]c2c1.Cl.[K+].[K+].O,"oxolan-2-one|carbonate|N,N-dimethylacetamide|toluene|6-methoxy-3-methyl-1H-indole|chlorane|potassium(1+)|potassium(1+)|oxidane",COc1ccc2c(C)cn(CCCC(=O)O)c2c1,4-(6-methoxy-3-methylindol-1-yl)butanoic acid,,,
[Al+3].CCOC(=O)c1cc(-c2ccccc2)oc1C.Cl.[H-].[H-].[H-].[H-].[Li+].C1CCOC1.O,aluminum(3+)|ethyl 2-methyl-5-phenylfuran-3-carboxylate|chlorane|hydride|hydride|hydride|hydride|lithium(1+)|oxolane|oxidane,Cc1oc(-c2ccccc2)cc1CO,(2-methyl-5-phenylfuran-3-yl)methanol,,,
CCCCOC(=O)c1ccc(C(=O)OCCCC)cc1.COC(=O)c1ccc(C(=O)[O-])cc1.CCCCO.Cc1ccccc1.[K+].[K+].[OH-],"dibutyl benzene-1,4-dicarboxylate|4-methoxycarbonylbenzoate|butan-1-ol|toluene|potassium(1+)|potassium(1+)|hydroxide",CCCCOC(=O)c1ccc(C(=O)[O-])cc1.[K+],4-butoxycarbonylbenzoate|potassium(1+),,,
CC(Cl)Cl.O=P(Cl)(Cl)Cl.O=c1[nH]nc(-c2ccsc2)c2ccccc12,"1,1-dichloroethane|phosphoryl trichloride|4-thiophen-3-yl-2H-phthalazin-1-one",Clc1nnc(-c2ccsc2)c2ccccc12,1-chloro-4-thiophen-3-ylphthalazine,,,
[BH4-].C=C1c2ccccc2C2=C(C(=O)CC2)c2ccccc21.ClCCl.CO.[Na+].O.Cc1ccc(S(=O)(=O)O)cc1.c1ccccc1,"boranuide|13-methylidenetetracyclo[12.4.0.02,6.07,12]octadeca-1(18),2(6),7,9,11,14,16-heptaen-3-one|dichloromethane|methanol|sodium(1+)|oxidane|4-methylbenzenesulfonic acid|benzene",C=C1c2ccccc2C2=C(CC=C2)c2ccccc21,"13-methylidenetetracyclo[12.4.0.02,6.07,12]octadeca-1(18),2(6),3,7,9,11,14,16-octaene",,,
CCN(CC)CC.O=CO.CNc1cc(Cl)cc(N)c1[N+](=O)[O-].[Pd],"N,N-diethylethanamine|formic acid|5-chloro-3-N-methyl-2-nitrobenzene-1,3-diamine|palladium",CNc1cccc(N)c1[N+](=O)[O-],"3-N-methyl-2-nitrobenzene-1,3-diamine",,,
Cc1ccccc1.O=C(Cl)Cl.Cc1cc(=O)oc2cc(N)ccc12,toluene|carbonyl dichloride|7-amino-4-methylchromen-2-one,Cc1cc(=O)oc2cc(N=C=O)ccc12,7-isocyanato-4-methylchromen-2-one,,,
OCc1sccc1Br.[Li]CCCC.CN(C)C=O.CO.C1CCOC1.O,"(3-bromothiophen-2-yl)methanol|lithium;butane|N,N-dimethylformamide|methanol|oxolane|oxidane",O=Cc1ccsc1CO,2-(hydroxymethyl)thiophene-3-carbaldehyde,,,
FB(F)F.[Br-].CC[Mg+].CCOCC.CC1(C)OC(=O)N(CCC#N)c2ccccc21.CCOCC.CC(C)[O-].CC(C)[O-].CC(C)[O-].CC(C)[O-].[Na+].[OH-].[Ti+4],"trifluoroborane|bromide|CC[Mg+]|ethoxyethane|3-(4,4-dimethyl-2-oxo-3,1-benzoxazin-1-yl)propanenitrile|ethoxyethane|propan-2-olate|propan-2-olate|propan-2-olate|propan-2-olate|sodium(1+)|hydroxide|titanium(4+)",CC1(C)OC(=O)N(CCC2(N)CC2)c2ccccc21,"1-[2-(1-aminocyclopropyl)ethyl]-4,4-dimethyl-3,1-benzoxazin-2-one",,,
CC(C)(C)C(=O)Cl.Cc1ccccc1.Cl.Nc1cccc(O)c1.[Na+].[OH-],"2,2-dimethylpropanoyl chloride|toluene|chlorane|3-aminophenol|sodium(1+)|hydroxide",CC(C)(C)C(=O)Nc1cccc(O)c1,"N-(3-hydroxyphenyl)-2,2-dimethylpropanamide",,,
C1CCNC1.CCOCC.Cl.O=Cc1ccc(O)c2ccccc12,pyrrolidine|ethoxyethane|chlorane|4-hydroxynaphthalene-1-carbaldehyde,Oc1ccc(CN2CCCC2)c2ccccc12,4-(pyrrolidin-1-ylmethyl)naphthalen-1-ol,,,
CCO.O=Cc1ccc(O)c(C(=O)O)c1.N#CCC#N.NCc1ccccc1,ethanol|5-formyl-2-hydroxybenzoic acid|propanedinitrile|phenylmethanamine,N#CC(C#N)=Cc1ccc(O)c(C(=O)O)c1,"5-(2,2-dicyanoethenyl)-2-hydroxybenzoic acid",,,
CC[SiH](CC)CC.COC(=O)c1cc(C(=O)Cc2ccccc2)c[nH]1.O=C(O)C(F)(F)F,"triethylsilane|methyl 4-(2-phenylacetyl)-1H-pyrrole-2-carboxylate|2,2,2-trifluoroacetic acid",COC(=O)c1cc(CCc2ccccc2)c[nH]1,methyl 4-(2-phenylethyl)-1H-pyrrole-2-carboxylate,,,
CCN(CC)CC.Ic1ccccc1.[K+].[K+].NC(Cc1ccccc1)C(=O)O.O=C([O-])[O-].CN(C)C=O.O,"N,N-diethylethanamine|iodobenzene|potassium(1+)|potassium(1+)|2-amino-3-phenylpropanoic acid|carbonate|N,N-dimethylformamide|oxidane",O=C(O)C(Cc1ccccc1)Nc1ccccc1,2-anilino-3-phenylpropanoic acid,,,
CC(=O)O.O=CO.CCOC(=O)c1cn(N)c2nc(C)ccc2c1=O,"acetic acid|formic acid|ethyl 1-amino-7-methyl-4-oxo-1,8-naphthyridine-3-carboxylate",CCOC(=O)c1cn(NC=O)c2nc(C)ccc2c1=O,"ethyl 1-formamido-7-methyl-4-oxo-1,8-naphthyridine-3-carboxylate",,,
C1CCOC1.COC(=O)c1cc(Br)cc(C(C)(C)C)c1.[Li+].[OH-],oxolane|methyl 3-bromo-5-tert-butylbenzoate|lithium(1+)|hydroxide,[Li+].CC(C)(C)c1cc(Br)cc(C(=O)[O-])c1,lithium(1+)|3-bromo-5-tert-butylbenzoate,,,
Fc1cc(Br)ccc1C(F)F.[C-]#N.CCCCCC.CN1CCCC1=O.CCOC(C)=O.ClCCl.[K+].O,4-bromo-1-(difluoromethyl)-2-fluorobenzene|cyanide|hexane|1-methylpyrrolidin-2-one|ethyl acetate|dichloromethane|potassium(1+)|oxidane,N#Cc1cc(Br)ccc1C(F)F,5-bromo-2-(difluoromethyl)benzonitrile,,,
CCOC(=O)C(C)C.C1CCOC1.C[Sb](C)Br.CC(C)[NH-].[Li+],ethyl 2-methylpropanoate|oxolane|bromo(dimethyl)stibane|propan-2-ylazanide|lithium(1+),CCOC(=O)C(C)(C)[Sb](C)C,ethyl 2-dimethylstibanyl-2-methylpropanoate,,,
O=C([O-])[O-].ClCc1ccc(Cl)nc1.[I-].[K+].[K+].[Na+].CN(C)C=O.O.CCOC(=O)c1ccc(O)cc1,"carbonate|2-chloro-5-(chloromethyl)pyridine|iodide|potassium(1+)|potassium(1+)|sodium(1+)|N,N-dimethylformamide|oxidane|ethyl 4-hydroxybenzoate",CCOC(=O)c1ccc(OCc2ccc(Cl)nc2)cc1,ethyl 4-[(6-chloropyridin-3-yl)methoxy]benzoate,,,
CCOC(=O)C(OC(C)=O)c1cccc2cnccc12.CCO,ethyl 2-acetyloxy-2-isoquinolin-5-ylacetate|ethanol,CCOC(=O)Cc1cccc2cnccc12,ethyl 2-isoquinolin-5-ylacetate,,,
CC(=O)O.CCOC(=O)c1cc2c(Cl)ccc([N+](=O)[O-])c2[nH]1.[Fe].O,acetic acid|ethyl 4-chloro-7-nitro-1H-indole-2-carboxylate|iron|oxidane,CCOC(=O)c1cc2c(Cl)ccc(N)c2[nH]1,ethyl 7-amino-4-chloro-1H-indole-2-carboxylate,,,
CCCCC(C)(C#N)CO.Cc1ccc(S(=O)(=O)Cl)cc1.c1ccncc1,2-(hydroxymethyl)-2-methylhexanenitrile|4-methylbenzenesulfonyl chloride|pyridine,CCCCC(C)(C#N)COS(=O)(=O)c1ccc(C)cc1,(2-cyano-2-methylhexyl) 4-methylbenzenesulfonate,,,
CCO.CCOC(=O)CC(C#N)Cc1ccc(Cl)cc1.[H][H],ethanol|ethyl 4-(4-chlorophenyl)-3-cyanobutanoate|molecular hydrogen,O=C1CC(Cc2ccc(Cl)cc2)CN1,4-[(4-chlorophenyl)methyl]pyrrolidin-2-one,,,
CI.CO.S=c1[nH]nc2n1C=Cc1ccccc1C2,"iodomethane|methanol|2,11-dihydro-[1,2,4]triazolo[3,4-b][3]benzazepine-3-thione",CSc1nnc2n1C=Cc1ccccc1C2,"3-methylsulfanyl-11H-[1,2,4]triazolo[3,4-b][3]benzazepine",,,
C=CCN.C1CCOC1.O=C(Cl)c1ccc(Cl)s1.c1ccncc1,prop-2-en-1-amine|oxolane|5-chlorothiophene-2-carbonyl chloride|pyridine,C=CCNC(=O)c1ccc(Cl)s1,5-chloro-N-prop-2-enylthiophene-2-carboxamide,,,
CC(C)=O.COC(CSc1ccc2ncccc2c1)OC.Cl,"propan-2-one|6-(2,2-dimethoxyethylsulfanyl)quinoline|chlorane",O=CCSc1ccc2ncccc2c1,2-quinolin-6-ylsulfanylacetaldehyde,,,
CSc1ccc(S)cc1.O=Cc1ccncc1Cl.CN(C)C=O,"4-methylsulfanylbenzenethiol|3-chloropyridine-4-carbaldehyde|N,N-dimethylformamide",CSc1ccc(Sc2cnccc2C=O)cc1,3-(4-methylsulfanylphenyl)sulfanylpyridine-4-carbaldehyde,,,
CC(=O)Nc1ccc(C#N)cc1.C1CCOC1.[Li]CCCC.CCCCCC.ClCCCCI,N-(4-cyanophenyl)acetamide|oxolane|lithium;butane|hexane|1-chloro-4-iodobutane,CC(=O)N(CCCCCl)c1ccc(C#N)cc1,N-(4-chlorobutyl)-N-(4-cyanophenyl)acetamide,,,
CCCC(=O)CC(=O)OCc1ccccc1.Cl.N.c1ccc(C2(c3ccccc3)CCNCC2)cc1,"benzyl 3-oxohexanoate|chlorane|azane|4,4-diphenylpiperidine",CCCC(N)=CC(=O)OCc1ccccc1,benzyl 3-aminohex-2-enoate,,,
CCOC(=O)c1[nH]c2ccccc2c1Cl.Cl.[Li+].[OH-].O.O,ethyl 3-chloro-1H-indole-2-carboxylate|chlorane|lithium(1+)|hydroxide|oxidane|oxidane,O=C(O)c1[nH]c2ccccc2c1Cl,3-chloro-1H-indole-2-carboxylic acid,,,
CI.[K+].[OH-].Cc1occc(=O)c1OCCCO,iodomethane|potassium(1+)|hydroxide|3-(3-hydroxypropoxy)-2-methylpyran-4-one,COCCCOc1c(C)occc1=O,3-(3-methoxypropoxy)-2-methylpyran-4-one,,,
C.CCOC(C)=O.CCO.O=[N+]([O-])c1ccc(N2CCOCC2)c(F)c1.[H][H].[Pd],methane|ethyl acetate|ethanol|4-(2-fluoro-4-nitrophenyl)morpholine|molecular hydrogen|palladium,Nc1ccc(N2CCOCC2)c(F)c1,3-fluoro-4-morpholin-4-ylaniline,,,
CC(=O)[O-].CC(=O)O.[Na+].O=C1CNC(=O)N1.O=CC=Cc1ccccc1.O,"acetate|acetic acid|sodium(1+)|imidazolidine-2,4-dione|3-phenylprop-2-enal|oxidane",O=C1NC(=O)C(=CC=Cc2ccccc2)N1,"5-cinnamylideneimidazolidine-2,4-dione",,,
CCCCCC.ClCCl.Nc1cc(O)c2cc(F)ccc2n1.[Na+].[OH-].BrP(Br)Br.c1ccccc1,hexane|dichloromethane|2-amino-6-fluoro-1H-quinolin-4-one|sodium(1+)|hydroxide|tribromophosphane|benzene,Nc1cc(Br)c2cc(F)ccc2n1,4-bromo-6-fluoroquinolin-2-amine,,,
CO.Cl.N#Cc1ccc2[nH]cc(CC[N+](=O)[O-])c2c1.[Na+].[OH-].[Zn],methanol|chlorane|3-(2-nitroethyl)-1H-indole-5-carbonitrile|sodium(1+)|hydroxide|zinc,N#Cc1ccc2[nH]cc(CCN)c2c1,3-(2-aminoethyl)-1H-indole-5-carbonitrile,,,
CS(C)=O.C[S+](C)(C)=O.[H-].[I-].[Na+].CC(=O)CCC(=O)OC(C)(C)C.O,methylsulfinylmethane|C[S+](C)(C)=O|hydride|iodide|sodium(1+)|tert-butyl 4-oxopentanoate|oxidane,CC(C)(C)OC(=O)CCC1(C)CO1,tert-butyl 3-(2-methyloxiran-2-yl)propanoate,,,
